Datasource,Campaign,Daily,Clicks,Impressions
Google Ads,Motorrad Mitgliedschaft,04/19/19,0,583
Google Ads,Motorrad Mitgliedschaft,04/20/19,0,454
Google Ads,Motorrad Mitgliedschaft,04/21/19,0,12
Google Ads,Motorrad Mitgliedschaft,04/22/19,0,505
Google Ads,Motorrad Mitgliedschaft,04/23/19,0,54
Google Ads,Motorrad Mitgliedschaft,04/24/19,0,143
Google Ads,Motorrad Mitgliedschaft,04/25/19,0,82
Google Ads,Motorrad Mitgliedschaft,04/26/19,0,44
Google Ads,Motorrad Mitgliedschaft,04/27/19,0,33
Google Ads,Motorrad Mitgliedschaft,04/28/19,0,94
Google Ads,Motorrad Mitgliedschaft,04/29/19,0,46
Google Ads,Motorrad Mitgliedschaft,04/30/19,0,122
Google Ads,Motorrad Mitgliedschaft,05/01/19,0,116
Google Ads,Motorrad Mitgliedschaft,05/02/19,0,97
Google Ads,Motorrad Mitgliedschaft,05/03/19,0,64
Google Ads,Motorrad Mitgliedschaft,05/04/19,0,212
Google Ads,Motorrad Mitgliedschaft,05/05/19,0,42
Google Ads,Motorrad Mitgliedschaft,05/06/19,0,418
Google Ads,Motorrad Mitgliedschaft,05/07/19,0,125
Google Ads,Motorrad Mitgliedschaft,05/08/19,0,114
Google Ads,Motorrad Mitgliedschaft,05/09/19,0,75
Google Ads,Motorrad Mitgliedschaft,05/10/19,0,72
Google Ads,Motorrad Mitgliedschaft,05/11/19,0,35
Google Ads,Motorrad Mitgliedschaft,05/12/19,0,194
Google Ads,Motorrad Mitgliedschaft,05/13/19,0,184
Google Ads,Motorrad Mitgliedschaft,05/14/19,0,6
Google Ads,Motorrad Mitgliedschaft,05/15/19,0,80
Google Ads,Motorrad Mitgliedschaft,05/16/19,0,23
Google Ads,Motorrad Mitgliedschaft,05/17/19,0,82
Google Ads,Motorrad Mitgliedschaft,05/18/19,0,9
Google Ads,Motorrad Mitgliedschaft,05/19/19,0,48
Google Ads,Motorrad Mitgliedschaft,05/20/19,0,36
Google Ads,Motorrad Mitgliedschaft,05/21/19,0,217
Google Ads,Motorrad Mitgliedschaft,05/22/19,0,29
Google Ads,Motorrad Mitgliedschaft,05/23/19,0,13
Google Ads,Motorrad Mitgliedschaft,05/24/19,0,14
Google Ads,Motorrad Mitgliedschaft,05/25/19,0,213
Google Ads,Motorrad Mitgliedschaft,05/26/19,0,57
Google Ads,Motorrad Mitgliedschaft,05/27/19,0,545
Google Ads,Motorrad Mitgliedschaft,05/28/19,0,179
Google Ads,Motorrad Mitgliedschaft,05/29/19,0,754
Google Ads,Motorrad Mitgliedschaft,05/30/19,0,236
Google Ads,Motorrad Mitgliedschaft,05/31/19,0,667
Google Ads,Motorrad Mitgliedschaft,06/01/19,0,19
Google Ads,Motorrad Mitgliedschaft,06/12/19,0,688
Google Ads,Motorrad Mitgliedschaft,06/13/19,0,416
Google Ads,Motorrad Mitgliedschaft,06/14/19,0,161
Google Ads,Motorrad Mitgliedschaft,06/15/19,0,144
Google Ads,Motorrad Mitgliedschaft,06/16/19,0,102
Google Ads,Motorrad Mitgliedschaft,06/17/19,0,240
Google Ads,Motorrad Mitgliedschaft,06/18/19,0,273
Google Ads,Motorrad Mitgliedschaft,06/19/19,0,158
Google Ads,Motorrad Mitgliedschaft,06/20/19,0,292
Google Ads,Motorrad Mitgliedschaft,06/21/19,0,199
Google Ads,Motorrad Mitgliedschaft,06/22/19,0,37
Google Ads,Motorrad Mitgliedschaft,06/23/19,0,154
Google Ads,Motorrad Mitgliedschaft,06/24/19,0,222
Google Ads,Motorrad Mitgliedschaft,06/25/19,0,536
Google Ads,Motorrad Mitgliedschaft,06/26/19,0,201
Google Ads,Motorrad Mitgliedschaft,06/27/19,0,29
Google Ads,Motorrad Mitgliedschaft,06/28/19,0,178
Google Ads,Motorrad Mitgliedschaft,06/29/19,0,32
Google Ads,Motorrad Mitgliedschaft,06/30/19,0,104
Google Ads,Motorrad Mitgliedschaft,07/02/19,0,212
Google Ads,Motorrad Mitgliedschaft,07/03/19,0,256
Google Ads,Motorrad Mitgliedschaft,07/04/19,0,311
Google Ads,Motorrad Mitgliedschaft,07/05/19,0,153
Google Ads,Motorrad Mitgliedschaft,07/06/19,0,679
Google Ads,Motorrad Mitgliedschaft,07/07/19,0,633
Google Ads,Motorrad Mitgliedschaft,07/08/19,0,67
Google Ads,Motorrad Mitgliedschaft,07/09/19,0,951
Google Ads,Motorrad Mitgliedschaft,07/10/19,0,70
Google Ads,Motorrad Mitgliedschaft,07/11/19,0,149
Google Ads,Motorrad Mitgliedschaft,07/12/19,0,161
Google Ads,Motorrad Mitgliedschaft,07/13/19,0,616
Google Ads,Motorrad Mitgliedschaft,07/14/19,0,23
Google Ads,Motorrad Mitgliedschaft,07/15/19,0,389
Google Ads,Motorrad Mitgliedschaft,07/16/19,0,66
Google Ads,Motorrad Mitgliedschaft,07/17/19,0,283
Google Ads,Motorrad Mitgliedschaft,07/18/19,0,29
Google Ads,NT ÖCC,11/06/19,0,1
Google Ads,Nulltarif,10/01/19,0,7
Google Ads,Nulltarif,10/02/19,0,4
Google Ads,Nulltarif,10/03/19,0,8545
Google Ads,Nulltarif,10/04/19,0,3468
Google Ads,Nulltarif,10/05/19,0,2021
Google Ads,Nulltarif,10/06/19,0,210
Google Ads,Nulltarif,10/07/19,0,488
Google Ads,Nulltarif,10/08/19,0,407
Google Ads,Nulltarif,10/09/19,0,2139
Google Ads,Nulltarif,10/10/19,0,131
Google Ads,Nulltarif,10/11/19,0,151
Google Ads,Nulltarif,10/12/19,0,12
Google Ads,Nulltarif,10/13/19,0,101
Google Ads,Nulltarif,10/14/19,0,18
Google Ads,Nulltarif,10/15/19,0,182
Google Ads,Nulltarif,10/16/19,0,27
Google Ads,Nulltarif,10/17/19,0,75
Google Ads,Nulltarif,10/18/19,0,17
Google Ads,Nulltarif,10/19/19,0,59
Google Ads,Nulltarif,10/20/19,0,21
Google Ads,Nulltarif,10/23/19,0,36
Google Ads,Nulltarif,10/24/19,0,9
Google Ads,Nulltarif,10/25/19,0,5
Google Ads,Nulltarif,10/26/19,0,196
Google Ads,Nulltarif,10/27/19,0,5
Google Ads,Nulltarif,10/28/19,0,8
Google Ads,Nulltarif,10/29/19,0,110
Google Ads,Nulltarif,10/30/19,0,74
Google Ads,Nulltarif,10/31/19,0,11
Google Ads,Nulltarif,11/01/19,0,162
Google Ads,Nulltarif,11/03/19,0,10
Google Ads,Nulltarif,11/07/19,0,31
Google Ads,Nulltarif,11/09/19,0,8
Google Ads,Nulltarif,11/10/19,0,5
Google Ads,Nulltarif,11/11/19,0,2
Google Ads,Nulltarif,11/12/19,0,1
Google Ads,Nulltarif,11/13/19,0,4
Google Ads,Nulltarif,11/14/19,0,1
Google Ads,Nulltarif,11/16/19,0,1
Google Ads,ÖAMTC App|In-App,01/15/20,81,12201
Google Ads,ÖAMTC App|In-App,01/16/20,99,19784
Google Ads,ÖAMTC App|In-App,01/17/20,58,10969
Google Ads,ÖAMTC App|In-App,01/18/20,70,10781
Google Ads,ÖAMTC App|In-App,01/19/20,70,11568
Google Ads,ÖAMTC App|In-App,01/20/20,49,8490
Google Ads,ÖAMTC App|In-App,01/21/20,55,7555
Google Ads,ÖAMTC App|In-App,01/22/20,45,9473
Google Ads,ÖAMTC App|In-App,01/23/20,64,8340
Google Ads,ÖAMTC App|In-App,01/24/20,46,7285
Google Ads,ÖAMTC App|In-App,01/25/20,57,7275
Google Ads,ÖAMTC App|In-App,01/26/20,52,9721
Google Ads,ÖAMTC App|In-App,01/27/20,42,7397
Google Ads,ÖAMTC App|In-App,01/28/20,54,7981
Google Ads,ÖAMTC App|In-App,01/29/20,36,4572
Google Ads,ÖAMTC App|In-App,01/30/20,39,5779
Google Ads,ÖAMTC App|In-App,01/31/20,3,486
Google Ads,ÖAMTC App|In-App,02/01/20,34,5158
Google Ads,ÖAMTC App|In-App,02/02/20,40,5491
Google Ads,ÖAMTC App|In-App,02/03/20,31,4655
Google Ads,ÖAMTC App|In-App,02/04/20,52,6554
Google Ads,ÖAMTC App|In-App,02/05/20,57,7671
Google Ads,ÖAMTC App|In-App,02/06/20,74,10970
Google Ads,ÖAMTC App|In-App,02/07/20,65,8922
Google Ads,ÖAMTC App|In-App,02/08/20,48,7507
Google Ads,ÖAMTC App|In-App,02/09/20,72,10541
Google Ads,ÖAMTC App|In-App,02/10/20,104,14853
Google Ads,ÖAMTC App|In-App,02/11/20,62,9742
Google Ads,ÖAMTC App|In-App,02/12/20,59,8001
Google Ads,ÖAMTC App|In-App,02/13/20,72,11171
Google Ads,ÖAMTC App|In-App,02/14/20,38,7331
Google Ads,ÖCC,05/05/19,0,1
Google Ads,ÖCC,05/06/19,0,56
Google Ads,ÖCC,05/07/19,0,88
Google Ads,ÖCC,05/08/19,0,241
Google Ads,ÖCC,05/09/19,1,395
Google Ads,ÖCC,05/10/19,1,2736
Google Ads,ÖCC,05/11/19,1,1967
Google Ads,ÖCC,05/12/19,5,2843
Google Ads,ÖCC,05/13/19,2,2101
Google Ads,ÖCC,05/14/19,2,2110
Google Ads,ÖCC,05/15/19,5,6827
Google Ads,ÖCC,05/16/19,3,4248
Google Ads,ÖCC,05/17/19,7,2824
Google Ads,ÖCC,05/18/19,3,1474
Google Ads,ÖCC,05/19/19,0,1212
Google Ads,ÖCC,05/20/19,0,699
Google Ads,ÖCC,05/21/19,0,516
Google Ads,ÖCC,05/22/19,2,1863
Google Ads,ÖCC,05/23/19,4,1788
Google Ads,ÖCC,05/24/19,5,1810
Google Ads,ÖCC,05/25/19,1,1242
Google Ads,ÖCC,05/26/19,1,1159
Google Ads,ÖCC,05/27/19,4,1242
Google Ads,ÖCC,05/28/19,3,1645
Google Ads,ÖCC,05/29/19,2,2894
Google Ads,ÖCC,05/30/19,2,2846
Google Ads,ÖCC,05/31/19,3,2736
Google Ads,ÖCC,06/01/19,4,2752
Google Ads,ÖCC,06/02/19,5,4434
Google Ads,ÖCC,06/03/19,0,1613
Google Ads,ÖCC,06/04/19,2,1028
Google Ads,ÖCC,06/05/19,6,2945
Google Ads,ÖCC,06/06/19,3,3542
Google Ads,ÖCC,06/07/19,1,2742
Google Ads,ÖCC,06/08/19,3,2295
Google Ads,ÖCC,06/09/19,2,2760
Google Ads,ÖCC,06/10/19,0,891
Google Ads,ÖCC,06/11/19,6,644
Google Ads,ÖCC,06/12/19,3,1960
Google Ads,ÖCC,06/13/19,4,3849
Google Ads,ÖCC,06/14/19,6,2535
Google Ads,ÖCC,06/15/19,8,2347
Google Ads,ÖCC,06/16/19,1,2689
Google Ads,ÖCC,06/17/19,2,2169
Google Ads,ÖCC,06/18/19,2,2172
Google Ads,ÖCC,06/19/19,6,4854
Google Ads,ÖCC,06/20/19,2,2493
Google Ads,ÖCC,06/21/19,4,2003
Google Ads,ÖCC,06/22/19,0,1773
Google Ads,ÖCC,06/23/19,4,3406
Google Ads,ÖCC,06/24/19,3,1661
Google Ads,ÖCC,06/25/19,1,1281
Google Ads,ÖCC,06/26/19,9,3853
Google Ads,ÖCC,06/27/19,2,2512
Google Ads,ÖCC,06/28/19,2,1992
Google Ads,ÖCC,06/29/19,3,2179
Google Ads,ÖCC,06/30/19,1,2131
Google Ads,ÖCC,07/01/19,1,1749
Google Ads,ÖCC,07/02/19,1,1470
Google Ads,ÖCC,07/03/19,10,6452
Google Ads,ÖCC,07/04/19,7,4436
Google Ads,ÖCC,07/05/19,1,4417
Google Ads,ÖCC,07/06/19,2,1931
Google Ads,ÖCC,07/07/19,2,2213
Google Ads,ÖCC,07/08/19,3,2099
Google Ads,ÖCC,07/09/19,1,1341
Google Ads,ÖCC,07/10/19,5,2988
Google Ads,ÖCC,07/11/19,1,3603
Google Ads,ÖCC,07/12/19,3,2608
Google Ads,ÖCC,07/13/19,5,2093
Google Ads,ÖCC,07/14/19,5,2787
Google Ads,ÖCC,07/15/19,8,2734
Google Ads,ÖCC,07/16/19,1,1958
Google Ads,ÖCC,07/17/19,6,4078
Google Ads,ÖCC,07/18/19,0,5200
Google Ads,ÖCC,07/19/19,6,2757
Google Ads,ÖCC,07/20/19,8,4563
Google Ads,ÖCC,07/21/19,3,3921
Google Ads,ÖCC,07/22/19,3,4215
Google Ads,ÖCC,07/23/19,3,4009
Google Ads,ÖCC,07/24/19,5,9017
Google Ads,ÖCC,07/25/19,5,4608
Google Ads,ÖCC,07/26/19,3,3196
Google Ads,ÖCC,07/27/19,2,2699
Google Ads,ÖCC,07/28/19,4,3071
Google Ads,ÖCC,07/29/19,1,2002
Google Ads,ÖCC,07/30/19,2,2796
Google Ads,ÖCC,07/31/19,7,4840
Google Ads,ÖCC,10/01/19,0,5
Google Ads,ÖCC,10/02/19,0,18
Google Ads,ÖCC,10/03/19,0,31
Google Ads,ÖCC,10/04/19,0,1
Google Ads,ÖCC,10/06/19,0,2
Google Ads,ÖCC,10/07/19,0,2
Google Ads,ÖCC,10/08/19,0,1
Google Ads,ÖCC,10/11/19,0,1
Google Ads,ÖCC,10/13/19,0,1
Google Ads,ÖCC,10/16/19,0,1
Google Ads,ÖCC,10/17/19,0,1
Google Ads,ÖCC,10/25/19,0,1
Google Ads,ÖCC,10/30/19,0,1
Google Ads,ÖCC,10/31/19,0,1
Google Ads,ÖCC,11/04/19,0,1
Google Ads,ÖCC,11/08/19,0,1
Google Ads,ÖCC,11/09/19,0,3
Google Ads,ÖCC,11/15/19,0,1
Google Ads,ÖCC,11/20/19,0,1
Google Ads,ÖCC,11/21/19,0,3
Google Ads,ÖCC,11/23/19,0,1
Google Ads,ÖCC,11/27/19,0,2
Google Ads,ÖCC,11/30/19,0,1
Google Ads,ÖCC,12/12/19,0,1
Google Ads,ÖCC,12/16/19,0,263
Google Ads,ÖCC,12/17/19,0,590
Google Ads,ÖCC,12/18/19,0,859
Google Ads,ÖCC,12/19/19,0,161
Google Ads,ÖCC,12/20/19,0,647
Google Ads,ÖCC,12/21/19,0,614
Google Ads,ÖCC,12/22/19,1,548
Google Ads,ÖCC,12/23/19,2,2423
Google Ads,ÖCC,12/24/19,0,2581
Google Ads,ÖCC,12/25/19,1,7190
Google Ads,ÖCC,12/26/19,3,10321
Google Ads,ÖCC,12/27/19,0,62
Google Ads,Remarketing,01/01/19,14,1593
Google Ads,Remarketing,01/02/19,9,1147
Google Ads,Remarketing,01/03/19,8,1583
Google Ads,Remarketing,01/04/19,4,1051
Google Ads,Remarketing,01/05/19,5,849
Google Ads,Remarketing,01/06/19,7,1229
Google Ads,Remarketing,01/07/19,2,1299
Google Ads,Remarketing,01/08/19,8,3081
Google Ads,Remarketing,01/09/19,47,15962
Google Ads,Remarketing,01/10/19,221,74432
Google Ads,Remarketing,01/11/19,264,76943
Google Ads,Remarketing,01/12/19,288,60436
Google Ads,Remarketing,01/13/19,342,56637
Google Ads,Remarketing,01/14/19,285,61337
Google Ads,Remarketing,01/15/19,98,41656
Google Ads,Remarketing,01/16/19,107,32321
Google Ads,Remarketing,01/17/19,121,25581
Google Ads,Remarketing,01/18/19,126,19069
Google Ads,Remarketing,01/19/19,143,22103
Google Ads,Remarketing,01/20/19,109,29274
Google Ads,Remarketing,01/21/19,93,34307
Google Ads,Remarketing,01/22/19,166,52304
Google Ads,Remarketing,01/23/19,140,51620
Google Ads,Remarketing,01/24/19,125,51281
Google Ads,Remarketing,01/25/19,170,55604
Google Ads,Remarketing,01/26/19,169,43880
Google Ads,Remarketing,01/27/19,130,46008
Google Ads,Remarketing,01/28/19,161,57971
Google Ads,Remarketing,01/29/19,169,65234
Google Ads,Remarketing,01/30/19,137,54320
Google Ads,Remarketing,01/31/19,139,50673
Google Ads,Remarketing,02/01/19,162,39547
Google Ads,Remarketing,02/02/19,131,52244
Google Ads,Remarketing,02/03/19,106,35352
Google Ads,Remarketing,02/04/19,145,56211
Google Ads,Remarketing,02/05/19,143,57384
Google Ads,Remarketing,02/06/19,149,55195
Google Ads,Remarketing,02/07/19,135,53878
Google Ads,Remarketing,02/08/19,152,40117
Google Ads,Remarketing,02/09/19,197,71797
Google Ads,Remarketing,02/10/19,143,62333
Google Ads,Remarketing,02/11/19,157,71236
Google Ads,Remarketing,02/12/19,144,59438
Google Ads,Remarketing,02/13/19,132,56255
Google Ads,Remarketing,02/14/19,15,8588
Google Ads,Remarketing,02/15/19,8,1190
Google Ads,Remarketing,02/16/19,6,940
Google Ads,Remarketing,02/17/19,8,1616
Google Ads,Remarketing,02/18/19,6,1611
Google Ads,Remarketing,02/19/19,5,1176
Google Ads,Remarketing,02/20/19,5,1200
Google Ads,Remarketing,02/21/19,3,1279
Google Ads,Remarketing,02/22/19,2,1145
Google Ads,Remarketing,02/23/19,8,1081
Google Ads,Remarketing,02/24/19,4,1677
Google Ads,Remarketing,02/25/19,2,1139
Google Ads,Remarketing,02/26/19,6,634
Google Ads,Remarketing,02/27/19,2,615
Google Ads,Remarketing,02/28/19,6,1068
Google Ads,Remarketing,03/01/19,6,1261
Google Ads,Remarketing,03/02/19,6,1023
Google Ads,Remarketing,03/03/19,12,1783
Google Ads,Remarketing,03/04/19,4,2227
Google Ads,Remarketing,03/05/19,9,1276
Google Ads,Remarketing,03/06/19,3,1525
Google Ads,Remarketing,03/07/19,5,1746
Google Ads,Remarketing,03/08/19,2,1552
Google Ads,Remarketing,03/09/19,6,1518
Google Ads,Remarketing,03/10/19,12,2172
Google Ads,Remarketing,03/11/19,8,1870
Google Ads,Remarketing,03/12/19,8,1296
Google Ads,Remarketing,03/13/19,6,1318
Google Ads,Remarketing,03/14/19,9,1453
Google Ads,Remarketing,03/15/19,3,1468
Google Ads,Remarketing,03/16/19,6,1293
Google Ads,Remarketing,03/17/19,8,1935
Google Ads,Remarketing,03/18/19,4,1442
Google Ads,Remarketing,03/19/19,1,1128
Google Ads,Remarketing,03/20/19,7,1170
Google Ads,Remarketing,03/21/19,12,2398
Google Ads,Remarketing,03/22/19,9,3882
Google Ads,Remarketing,03/23/19,5,2696
Google Ads,Remarketing,03/24/19,8,2238
Google Ads,Remarketing,03/25/19,7,1378
Google Ads,Remarketing,03/26/19,4,1612
Google Ads,Remarketing,03/27/19,5,1173
Google Ads,Remarketing,03/28/19,8,1416
Google Ads,Remarketing,03/29/19,5,2045
Google Ads,Remarketing,03/30/19,6,1740
Google Ads,Remarketing,03/31/19,9,2147
Google Ads,Remarketing,04/01/19,5,1641
Google Ads,Remarketing,04/02/19,5,2603
Google Ads,Remarketing,04/03/19,10,1980
Google Ads,Remarketing,04/04/19,5,1695
Google Ads,Remarketing,04/05/19,11,2215
Google Ads,Remarketing,04/06/19,8,1894
Google Ads,Remarketing,04/07/19,7,2526
Google Ads,Remarketing,04/08/19,3,1605
Google Ads,Remarketing,04/09/19,7,2605
Google Ads,Remarketing,04/10/19,5,1648
Google Ads,Remarketing,04/11/19,5,1637
Google Ads,Remarketing,04/12/19,6,2108
Google Ads,Remarketing,04/13/19,6,1737
Google Ads,Remarketing,04/14/19,6,2577
Google Ads,Remarketing,04/15/19,10,1758
Google Ads,Remarketing,04/16/19,13,2650
Google Ads,Remarketing,04/17/19,4,1508
Google Ads,Remarketing,04/18/19,1,1920
Google Ads,Remarketing,04/19/19,3,1873
Google Ads,Remarketing,04/20/19,5,1970
Google Ads,Remarketing,04/21/19,12,2821
Google Ads,Remarketing,04/22/19,5,922
Google Ads,Remarketing,04/23/19,1,386
Google Ads,Remarketing,04/24/19,2,361
Google Ads,Remarketing,04/25/19,1,537
Google Ads,Remarketing,04/26/19,5,618
Google Ads,Remarketing,04/27/19,1,618
Google Ads,Remarketing,04/28/19,5,763
Google Ads,Remarketing,04/29/19,4,357
Google Ads,Remarketing,04/30/19,1,361
Google Ads,Remarketing,05/01/19,0,232
Google Ads,Remarketing,05/02/19,1,380
Google Ads,Remarketing,05/03/19,2,356
Google Ads,Remarketing,05/04/19,3,327
Google Ads,Remarketing,05/05/19,5,411
Google Ads,Remarketing,05/06/19,2,397
Google Ads,Remarketing,05/07/19,1,348
Google Ads,Remarketing,05/08/19,2,215
Google Ads,Remarketing,05/09/19,4,238
Google Ads,Remarketing,05/10/19,4,343
Google Ads,Remarketing,05/11/19,0,263
Google Ads,Remarketing,05/12/19,2,358
Google Ads,Remarketing,05/13/19,0,375
Google Ads,Remarketing,05/14/19,0,364
Google Ads,Remarketing,05/15/19,0,198
Google Ads,Remarketing,05/16/19,2,231
Google Ads,Remarketing,05/17/19,2,264
Google Ads,Remarketing,05/18/19,1,249
Google Ads,Remarketing,05/19/19,2,293
Google Ads,Remarketing,05/20/19,1,361
Google Ads,Remarketing,05/21/19,2,363
Google Ads,Remarketing,05/22/19,3,273
Google Ads,Remarketing,05/23/19,2,298
Google Ads,Remarketing,05/24/19,2,269
Google Ads,Remarketing,05/25/19,1,258
Google Ads,Remarketing,05/26/19,1,335
Google Ads,Remarketing,05/27/19,0,308
Google Ads,Remarketing,05/28/19,0,266
Google Ads,Remarketing,05/29/19,1,255
Google Ads,Remarketing,05/30/19,0,260
Google Ads,Remarketing,05/31/19,0,268
Google Ads,Remarketing,06/01/19,0,258
Google Ads,Remarketing,06/02/19,2,367
Google Ads,Remarketing,06/03/19,2,314
Google Ads,Remarketing,06/04/19,4,295
Google Ads,Remarketing,06/05/19,1,261
Google Ads,Remarketing,06/06/19,1,250
Google Ads,Remarketing,06/07/19,1,308
Google Ads,Remarketing,06/08/19,0,303
Google Ads,Remarketing,06/09/19,0,369
Google Ads,Remarketing,06/10/19,4,391
Google Ads,Remarketing,06/11/19,9,1695
Google Ads,Remarketing,06/12/19,26,5878
Google Ads,Remarketing,06/13/19,19,4380
Google Ads,Remarketing,06/14/19,14,2721
Google Ads,Remarketing,06/15/19,9,1845
Google Ads,Remarketing,06/16/19,4,1892
Google Ads,Remarketing,06/17/19,6,1676
Google Ads,Remarketing,06/18/19,11,3835
Google Ads,Remarketing,06/19/19,13,2744
Google Ads,Remarketing,06/20/19,12,3443
Google Ads,Remarketing,06/21/19,10,2494
Google Ads,Remarketing,06/22/19,7,2105
Google Ads,Remarketing,06/23/19,13,2717
Google Ads,Remarketing,06/24/19,5,2737
Google Ads,Remarketing,06/25/19,11,3498
Google Ads,Remarketing,06/26/19,8,2590
Google Ads,Remarketing,06/27/19,9,3269
Google Ads,Remarketing,06/28/19,3,2525
Google Ads,Remarketing,06/29/19,7,2040
Google Ads,Remarketing,06/30/19,8,2481
Google Ads,Remarketing,07/01/19,6,2720
Google Ads,Remarketing,07/02/19,12,3598
Google Ads,Remarketing,07/03/19,8,3178
Google Ads,Remarketing,07/04/19,15,3016
Google Ads,Remarketing,07/05/19,7,2016
Google Ads,Remarketing,07/06/19,8,1595
Google Ads,Remarketing,07/07/19,9,2117
Google Ads,Remarketing,07/08/19,14,1853
Google Ads,Remarketing,07/09/19,15,3605
Google Ads,Remarketing,07/10/19,10,2842
Google Ads,Remarketing,07/11/19,15,2813
Google Ads,Remarketing,07/12/19,5,2126
Google Ads,Remarketing,07/13/19,11,1747
Google Ads,Remarketing,07/14/19,10,2426
Google Ads,Remarketing,07/15/19,6,2672
Google Ads,Remarketing,07/16/19,8,3002
Google Ads,Remarketing,07/17/19,10,2387
Google Ads,Remarketing,07/18/19,9,2421
Google Ads,Remarketing,07/19/19,8,2175
Google Ads,Remarketing,07/20/19,6,1714
Google Ads,Remarketing,07/21/19,7,2350
Google Ads,Remarketing,07/22/19,11,2932
Google Ads,Remarketing,07/23/19,12,2916
Google Ads,Remarketing,07/24/19,4,2555
Google Ads,Remarketing,07/25/19,9,2592
Google Ads,Remarketing,07/26/19,12,2187
Google Ads,Remarketing,07/27/19,6,1820
Google Ads,Remarketing,07/28/19,6,2530
Google Ads,Remarketing,07/29/19,10,2980
Google Ads,Remarketing,07/30/19,11,2932
Google Ads,Remarketing,07/31/19,8,2412
Google Ads,Remarketing,08/01/19,11,2324
Google Ads,Remarketing,08/02/19,12,2106
Google Ads,Remarketing,08/03/19,6,1828
Google Ads,Remarketing,08/04/19,11,2568
Google Ads,Remarketing,08/05/19,9,2845
Google Ads,Remarketing,08/06/19,8,3075
Google Ads,Remarketing,08/07/19,30,8708
Google Ads,Remarketing,08/08/19,69,19902
Google Ads,Remarketing,08/09/19,109,37601
Google Ads,Remarketing,08/10/19,123,46923
Google Ads,Remarketing,08/11/19,105,39411
Google Ads,Remarketing,08/12/19,113,39240
Google Ads,Remarketing,08/13/19,112,44153
Google Ads,Remarketing,08/14/19,103,44672
Google Ads,Remarketing,08/15/19,104,43300
Google Ads,Remarketing,08/16/19,100,41226
Google Ads,Remarketing,08/17/19,97,33843
Google Ads,Remarketing,08/18/19,102,37754
Google Ads,Remarketing,08/19/19,59,21316
Google Ads,Remarketing,08/20/19,12,4825
Google Ads,Remarketing,08/21/19,11,3600
Google Ads,Remarketing,08/22/19,12,3229
Google Ads,Remarketing,08/23/19,22,2999
Google Ads,Remarketing,08/24/19,10,2995
Google Ads,Remarketing,08/25/19,19,4059
Google Ads,Remarketing,08/26/19,14,4603
Google Ads,Remarketing,08/27/19,11,4388
Google Ads,Remarketing,08/28/19,17,3720
Google Ads,Remarketing,08/29/19,9,3293
Google Ads,Remarketing,08/30/19,3,2182
Google Ads,Remarketing,08/31/19,3,2330
Google Ads,Remarketing,09/01/19,8,3172
Google Ads,Remarketing,09/02/19,16,3480
Google Ads,Remarketing,09/03/19,5,3204
Google Ads,Remarketing,09/04/19,7,2618
Google Ads,Remarketing,09/05/19,7,2390
Google Ads,Remarketing,09/06/19,7,2374
Google Ads,Remarketing,09/07/19,13,2460
Google Ads,Remarketing,09/08/19,15,3455
Google Ads,Remarketing,09/09/19,11,5383
Google Ads,Remarketing,09/10/19,33,8260
Google Ads,Remarketing,09/11/19,35,16114
Google Ads,Remarketing,09/12/19,11,3803
Google Ads,Remarketing,09/13/19,11,3148
Google Ads,Remarketing,09/14/19,11,3123
Google Ads,Remarketing,09/15/19,14,3626
Google Ads,Remarketing,09/16/19,11,3837
Google Ads,Remarketing,09/17/19,9,3467
Google Ads,Remarketing,09/18/19,11,2899
Google Ads,Remarketing,09/19/19,11,2909
Google Ads,Remarketing,09/20/19,8,2846
Google Ads,Remarketing,09/21/19,5,2488
Google Ads,Remarketing,09/22/19,14,3455
Google Ads,Remarketing,09/23/19,9,3328
Google Ads,Remarketing,09/24/19,6,3108
Google Ads,Remarketing,09/25/19,9,2772
Google Ads,Remarketing,09/26/19,15,3172
Google Ads,Remarketing,09/27/19,6,2881
Google Ads,Remarketing,09/28/19,13,2612
Google Ads,Remarketing,09/29/19,11,3779
Google Ads,Remarketing,09/30/19,10,3796
Google Ads,Remarketing,10/01/19,10,3601
Google Ads,Remarketing,10/02/19,8,3090
Google Ads,Remarketing,10/03/19,7,3060
Google Ads,Remarketing,10/04/19,9,3075
Google Ads,Remarketing,10/05/19,9,3127
Google Ads,Remarketing,10/06/19,10,3744
Google Ads,Remarketing,10/07/19,11,3942
Google Ads,Remarketing,10/08/19,8,3811
